"probe_accuracy","probe_rt","probe_attribute","cue_dimensionality","probe_leftrightwin","cue_color","cue_direction","cue_size","cue_luminance","subj_idx"
1,0.69952,"1","1",2,1,1,1,1,"1136"
1,0.52041,"1","1",1,1,1,1,1,"1136"
1,0.58439,"1","1",1,1,1,1,1,"1136"
1,0.70427,"1","1",1,1,1,1,1,"1136"
0,0.78825,"1","1",1,1,1,1,1,"1136"
0,1.0207,"1","2",2,1,1,1,1,"1136"
1,0.88265,"2","2",1,1,1,1,1,"1136"
1,0.81464,"2","2",2,1,1,1,1,"1136"
1,0.92056,"1","2",1,1,1,1,1,"1136"
1,0.49744,"2","2",2,1,1,1,1,"1136"
1,0.46443,"2","2",2,1,1,1,1,"1136"
1,0.66533,"1","2",1,1,1,1,1,"1136"
1,0.61926,"1","2",1,1,1,1,1,"1136"
1,1.2882,"3","4",2,1,1,1,1,"1136"
1,1.2211,"4","4",1,1,1,1,1,"1136"
0,1.1464,"4","4",1,1,1,1,1,"1136"
1,0.58833,"2","4",2,1,1,1,1,"1136"
1,0.94226,"1","4",2,1,1,1,1,"1136"
1,0.5782,"2","4",1,1,1,1,1,"1136"
1,0.68905,"2","4",1,1,1,1,1,"1136"
1,0.71802,"1","4",1,1,1,1,1,"1136"
1,1.673,"4","3",1,1,1,1,1,"1136"
1,0.61184,"2","3",2,1,1,1,1,"1136"
1,0.48184,"2","3",2,1,1,1,1,"1136"
1,0.86075,"3","3",1,1,1,1,1,"1136"
1,0.61893,"3","3",1,1,1,1,1,"1136"
0,1.3006,"3","3",1,1,1,1,1,"1136"
1,1.0575,"2","3",2,1,1,1,1,"1136"
1,0.97149,"4","3",2,1,1,1,1,"1136"
1,0.45539,"2","1",1,1,1,1,1,"1136"
1,0.51728,"2","1",1,1,1,1,1,"1136"
1,0.59531,"2","1",1,1,1,1,1,"1136"
1,0.32621,"2","1",2,1,1,1,1,"1136"
1,0.27918,"2","1",2,1,1,1,1,"1136"
1,0.30925,"2","1",1,1,1,1,1,"1136"
1,0.36196,"2","1",2,1,1,1,1,"1136"
1,0.55587,"2","1",2,1,1,1,1,"1136"
0,0.48779,"4","3",2,1,1,1,1,"1136"
1,0.64865,"1","3",1,1,1,1,1,"1136"
1,0.53983,"1","3",2,1,1,1,1,"1136"
1,0.62064,"1","3",1,1,1,1,1,"1136"
1,0.52756,"2","3",2,1,1,1,1,"1136"
1,0.62051,"1","3",1,1,1,1,1,"1136"
1,0.50548,"1","3",1,1,1,1,1,"1136"
1,0.39828,"1","3",2,1,1,1,1,"1136"
1,0.62426,"4","1",1,1,1,1,1,"1136"
1,0.67019,"4","1",1,1,1,1,1,"1136"
1,0.32109,"4","1",2,1,1,1,1,"1136"
1,0.35407,"4","1",1,1,1,1,1,"1136"
1,0.82199,"4","1",2,1,1,1,1,"1136"
1,0.49286,"4","1",2,1,1,1,1,"1136"
1,0.53887,"4","1",1,1,1,1,1,"1136"
1,0.55368,"4","1",2,1,1,1,1,"1136"
1,0.56774,"1","2",2,1,1,1,1,"1136"
1,0.61863,"2","2",1,1,1,1,1,"1136"
1,0.50151,"2","2",1,1,1,1,1,"1136"
1,0.54264,"1","2",2,1,1,1,1,"1136"
1,0.69639,"2","2",1,1,1,1,1,"1136"
1,0.59933,"2","2",1,1,1,1,1,"1136"
1,0.69826,"1","2",2,1,1,1,1,"1136"
0,0.82632,"1","2",2,1,1,1,1,"1136"
1,0.56612,"2","4",1,1,1,1,1,"1136"
1,0.93727,"4","4",2,1,1,1,1,"1136"
1,0.88693,"4","4",2,1,1,1,1,"1136"
1,1.0719,"3","4",2,1,1,1,1,"1136"
1,1.1438,"3","4",2,1,1,1,1,"1136"
0,1.1678,"3","4",2,1,1,1,1,"1136"
1,0.85766,"1","4",1,1,1,1,1,"1136"
1,0.66863,"1","4",2,1,1,1,1,"1136"
1,0.57462,"2","2",2,1,1,1,1,"1136"
1,1.0696,"4","2",1,1,1,1,1,"1136"
0,0.46277,"4","2",1,1,1,1,1,"1136"
0,0.65469,"2","2",1,1,1,1,1,"1136"
0,0.74004,"4","2",2,1,1,1,1,"1136"
0,0.96055,"4","2",1,1,1,1,1,"1136"
1,0.53951,"2","2",1,1,1,1,1,"1136"
1,0.39849,"2","2",2,1,1,1,1,"1136"
1,0.98433,"2","1",2,1,1,1,1,"1136"
1,0.51729,"2","1",2,1,1,1,1,"1136"
1,0.46837,"2","1",2,1,1,1,1,"1136"
1,0.86316,"2","1",1,1,1,1,1,"1136"
1,0.77237,"2","1",2,1,1,1,1,"1136"
1,0.56704,"2","1",1,1,1,1,1,"1136"
1,0.43307,"2","1",1,1,1,1,1,"1136"
1,0.43795,"2","1",1,1,1,1,1,"1136"
0,0.8978,"1","3",2,1,1,1,1,"1136"
1,1.1067,"2","3",2,1,1,1,1,"1136"
1,0.65267,"2","3",1,1,1,1,1,"1136"
0,1.2575,"4","3",2,1,1,1,1,"1136"
1,0.63454,"4","3",1,1,1,1,1,"1136"
1,0.65646,"1","3",1,1,1,1,1,"1136"
1,1.2784,"4","3",2,1,1,1,1,"1136"
1,0.62029,"2","3",2,1,1,1,1,"1136"
1,0.77123,"1","4",1,1,1,1,1,"1136"
1,0.47817,"2","4",2,1,1,1,1,"1136"
1,0.66803,"4","4",1,1,1,1,1,"1136"
1,0.99407,"4","4",2,1,1,1,1,"1136"
1,0.69696,"2","4",1,1,1,1,1,"1136"
0,1.1589,"1","4",2,1,1,1,1,"1136"
1,0.81081,"3","4",1,1,1,1,1,"1136"
1,0.78063,"3","4",1,1,1,1,1,"1136"
1,1.1226,"4","2",2,1,1,1,1,"1136"
1,0.53855,"4","2",1,1,1,1,1,"1136"
1,0.55456,"4","2",2,1,1,1,1,"1136"
1,0.93067,"3","2",2,1,1,1,1,"1136"
1,0.76431,"3","2",2,1,1,1,1,"1136"
1,0.6446,"4","2",1,1,1,1,1,"1136"
1,0.7086,"3","2",1,1,1,1,1,"1136"
0,1.114,"3","2",2,1,1,1,1,"1136"
0,0.84847,"3","4",2,1,1,1,1,"1136"
1,0.4573,"3","4",2,1,1,1,1,"1136"
1,0.6265,"1","4",2,1,1,1,1,"1136"
1,0.78989,"1","4",2,1,1,1,1,"1136"
1,0.91787,"4","4",2,1,1,1,1,"1136"
0,0.58297,"4","4",1,1,1,1,1,"1136"
1,0.65101,"2","4",1,1,1,1,1,"1136"
1,0.48598,"2","4",2,1,1,1,1,"1136"
1,0.45953,"4","1",2,1,1,1,1,"1136"
1,0.44853,"4","1",2,1,1,1,1,"1136"
1,0.81479,"4","1",2,1,1,1,1,"1136"
1,0.25168,"4","1",1,1,1,1,1,"1136"
1,0.24558,"4","1",2,1,1,1,1,"1136"
1,0.54456,"4","1",1,1,1,1,1,"1136"
1,0.37754,"4","1",1,1,1,1,1,"1136"
1,0.25047,"4","1",1,1,1,1,1,"1136"
1,0.91225,"3","3",1,1,1,1,1,"1136"
1,0.74825,"3","3",2,1,1,1,1,"1136"
1,0.85117,"4","3",2,1,1,1,1,"1136"
1,0.62612,"4","3",1,1,1,1,1,"1136"
1,0.80194,"4","3",1,1,1,1,1,"1136"
1,0.54602,"1","3",1,1,1,1,1,"1136"
1,0.63997,"3","3",1,1,1,1,1,"1136"
1,0.54499,"1","3",2,1,1,1,1,"1136"
1,0.39052,"4","1",1,1,1,1,1,"1151"
1,0.58139,"4","1",1,1,1,1,1,"1151"
1,0.45339,"4","1",2,1,1,1,1,"1151"
1,0.40232,"4","1",2,1,1,1,1,"1151"
1,0.47123,"4","1",1,1,1,1,1,"1151"
0,0.46121,"4","1",1,1,1,1,1,"1151"
1,0.43522,"4","1",2,1,1,1,1,"1151"
1,0.37398,"4","1",2,1,1,1,1,"1151"
1,1.4619,"3","3",1,1,1,1,1,"1151"
1,1.0808,"1","3",1,1,1,1,1,"1151"
1,1.4558,"4","3",1,1,1,1,1,"1151"
1,0.46371,"4","3",2,1,1,1,1,"1151"
1,1.3176,"1","3",2,1,1,1,1,"1151"
1,0.76971,"4","3",1,1,1,1,1,"1151"
1,0.7515,"4","3",2,1,1,1,1,"1151"
1,1.0004,"1","2",2,1,1,1,1,"1151"
1,0.80931,"4","2",1,1,1,1,1,"1151"
1,0.84719,"4","2",1,1,1,1,1,"1151"
1,0.45658,"4","2",2,1,1,1,1,"1151"
1,0.56706,"1","2",2,1,1,1,1,"1151"
1,0.85405,"4","2",1,1,1,1,1,"1151"
1,0.80199,"1","2",1,1,1,1,1,"1151"
1,0.86992,"1","2",1,1,1,1,1,"1151"
1,1.0998,"4","4",2,1,1,1,1,"1151"
1,1.1357,"3","4",2,1,1,1,1,"1151"
1,1.0196,"3","4",2,1,1,1,1,"1151"
1,1.1177,"3","4",1,1,1,1,1,"1151"
1,0.56664,"1","4",1,1,1,1,1,"1151"
1,1.0715,"1","4",2,1,1,1,1,"1151"
1,0.66937,"2","4",1,1,1,1,1,"1151"
1,0.82544,"2","4",2,1,1,1,1,"1151"
1,0.46224,"2","1",2,1,1,1,1,"1151"
1,0.4482,"2","1",2,1,1,1,1,"1151"
1,0.38611,"2","1",2,1,1,1,1,"1151"
1,0.49725,"2","1",1,1,1,1,1,"1151"
1,0.50298,"2","1",1,1,1,1,1,"1151"
1,0.37292,"2","1",1,1,1,1,1,"1151"
1,0.46179,"2","1",2,1,1,1,1,"1151"
1,0.41974,"2","1",2,1,1,1,1,"1151"
1,0.48665,"2","2",1,1,1,1,1,"1151"
1,0.78461,"4","2",2,1,1,1,1,"1151"
1,0.58054,"2","2",1,1,1,1,1,"1151"
1,0.88849,"4","2",1,1,1,1,1,"1151"
1,0.79442,"4","2",2,1,1,1,1,"1151"
1,1.3173,"4","2",1,1,1,1,1,"1151"
1,0.99717,"2","2",1,1,1,1,1,"1151"
1,0.31827,"2","2",2,1,1,1,1,"1151"
1,0.87105,"1","4",2,1,1,1,1,"1151"
0,1.3411,"4","4",1,1,1,1,1,"1151"
1,0.69502,"3","4",1,1,1,1,1,"1151"
1,0.81793,"2","4",1,1,1,1,1,"1151"
1,0.62404,"2","4",1,1,1,1,1,"1151"
1,0.78178,"1","4",1,1,1,1,1,"1151"
0,1.2517,"4","4",1,1,1,1,1,"1151"
1,1.2916,"4","4",1,1,1,1,1,"1151"
1,0.84953,"4","3",2,1,1,1,1,"1151"
1,0.79451,"4","3",1,1,1,1,1,"1151"
1,1.0254,"4","3",2,1,1,1,1,"1151"
1,1.4624,"3","3",2,1,1,1,1,"1151"
1,0.62227,"1","3",1,1,1,1,1,"1151"
1,1.0492,"3","3",2,1,1,1,1,"1151"
1,0.65515,"3","3",1,1,1,1,1,"1151"
1,0.92331,"1","3",1,1,1,1,1,"1151"
1,0.82672,"4","4",1,1,1,1,1,"1151"
1,0.96667,"1","4",1,1,1,1,1,"1151"
1,0.61661,"1","4",2,1,1,1,1,"1151"
1,0.70148,"2","4",2,1,1,1,1,"1151"
1,0.71853,"2","4",2,1,1,1,1,"1151"
1,0.49938,"3","4",1,1,1,1,1,"1151"
1,1.1443,"3","4",1,1,1,1,1,"1151"
0,1.3412,"3","4",2,1,1,1,1,"1151"
1,0.44514,"2","2",2,1,1,1,1,"1151"
1,0.39809,"2","2",2,1,1,1,1,"1151"
1,0.394,"3","2",1,1,1,1,1,"1151"
1,0.66983,"3","2",1,1,1,1,1,"1151"
1,0.62087,"2","2",2,1,1,1,1,"1151"
1,0.31882,"3","2",2,1,1,1,1,"1151"
1,0.69307,"3","2",2,1,1,1,1,"1151"
1,0.79814,"2","2",1,1,1,1,1,"1151"
1,0.56092,"1","3",2,1,1,1,1,"1151"
1,1.1698,"2","3",2,1,1,1,1,"1151"
1,1.0918,"2","3",2,1,1,1,1,"1151"
1,0.77774,"2","3",1,1,1,1,1,"1151"
1,0.5005,"3","3",1,1,1,1,1,"1151"
1,0.79753,"2","3",1,1,1,1,1,"1151"
1,0.82346,"3","3",1,1,1,1,1,"1151"
1,0.86844,"1","3",2,1,1,1,1,"1151"
1,0.49833,"2","1",2,1,1,1,1,"1151"
1,0.52223,"2","1",1,1,1,1,1,"1151"
1,0.31916,"2","1",2,1,1,1,1,"1151"
1,0.41707,"2","1",1,1,1,1,1,"1151"
1,0.4092,"2","1",2,1,1,1,1,"1151"
1,0.3801,"2","1",1,1,1,1,1,"1151"
1,0.37591,"2","1",1,1,1,1,1,"1151"
1,0.42588,"2","1",1,1,1,1,1,"1151"
1,0.54577,"1","4",1,1,1,1,1,"1151"
1,0.85669,"4","4",2,1,1,1,1,"1151"
1,0.88063,"4","4",2,1,1,1,1,"1151"
1,0.76752,"2","4",2,1,1,1,1,"1151"
1,0.45667,"2","4",1,1,1,1,1,"1151"
1,0.95044,"3","4",1,1,1,1,1,"1151"
1,1.2373,"1","4",2,1,1,1,1,"1151"
1,0.86935,"4","4",1,1,1,1,1,"1151"
1,0.6242,"1","2",1,1,1,1,1,"1151"
1,1.0091,"3","2",1,1,1,1,1,"1151"
0,0.87211,"3","2",2,1,1,1,1,"1151"
1,0.59405,"1","2",1,1,1,1,1,"1151"
0,1.1079,"1","2",2,1,1,1,1,"1151"
1,1.0818,"3","2",1,1,1,1,1,"1151"
1,0.47681,"3","2",2,1,1,1,1,"1151"
1,0.59875,"1","2",1,1,1,1,1,"1151"
1,0.29603,"1","1",1,1,1,1,1,"1151"
1,0.30553,"1","1",2,1,1,1,1,"1151"
1,0.4765,"1","1",1,1,1,1,1,"1151"
1,0.88943,"1","1",2,1,1,1,1,"1151"
1,0.43537,"1","1",1,1,1,1,1,"1151"
1,0.34335,"1","1",1,1,1,1,1,"1151"
1,0.38115,"1","1",2,1,1,1,1,"1151"
1,0.44512,"1","1",1,1,1,1,1,"1151"
1,0.89422,"1","3",1,1,1,1,1,"1151"
1,0.84502,"3","3",1,1,1,1,1,"1151"
0,0.6439,"3","3",2,1,1,1,1,"1151"
1,0.70886,"1","3",1,1,1,1,1,"1151"
1,0.70976,"2","3",2,1,1,1,1,"1151"
1,0.79473,"2","3",1,1,1,1,1,"1151"
1,1.3227,"2","3",2,1,1,1,1,"1151"
1,0.59261,"2","3",2,1,1,1,1,"1151"
0,0.49282,"1","4",1,1,1,1,1,"1151"
1,0.87672,"4","4",1,1,1,1,1,"1151"
1,1.3216,"4","4",1,1,1,1,1,"1151"
1,0.88759,"4","4",2,1,1,1,1,"1151"
1,0.89656,"1","4",1,1,1,1,1,"1151"
1,1.0225,"3","4",1,1,1,1,1,"1151"
1,1.1533,"3","4",2,1,1,1,1,"1151"
1,0.67734,"2","4",2,1,1,1,1,"1151"
1,0.8581,"4","3",2,1,1,1,1,"1151"
1,0.59716,"1","3",1,1,1,1,1,"1151"
1,0.46205,"1","3",2,1,1,1,1,"1151"
1,0.55898,"1","3",2,1,1,1,1,"1151"
1,0.74996,"2","3",1,1,1,1,1,"1151"
1,0.72489,"2","3",1,1,1,1,1,"1151"
1,0.85774,"1","3",2,1,1,1,1,"1151"
1,0.74176,"1","3",2,1,1,1,1,"1151"
1,0.37961,"4","1",1,1,1,1,1,"1151"
1,0.32964,"4","1",2,1,1,1,1,"1151"
1,0.33166,"4","1",1,1,1,1,1,"1151"
0,0.37438,"4","1",1,1,1,1,1,"1151"
1,0.52443,"4","1",2,1,1,1,1,"1151"
0,0.70437,"4","1",1,1,1,1,1,"1151"
1,0.43337,"4","1",2,1,1,1,1,"1151"
1,0.31418,"4","1",2,1,1,1,1,"1151"
1,0.67621,"2","2",1,1,1,1,1,"1151"
1,0.33296,"2","2",1,1,1,1,1,"1151"
0,0.41099,"1","2",1,1,1,1,1,"1151"
1,0.42491,"1","2",2,1,1,1,1,"1151"
1,0.28873,"2","2",2,1,1,1,1,"1151"
1,0.53284,"2","2",2,1,1,1,1,"1151"
1,0.51866,"1","2",2,1,1,1,1,"1151"
1,0.73459,"1","2",2,1,1,1,1,"1151"
1,0.58384,"3","1",1,1,1,1,1,"1151"
1,0.37279,"3","1",1,1,1,1,1,"1151"
1,0.33272,"3","1",2,1,1,1,1,"1151"
1,0.28158,"3","1",1,1,1,1,1,"1151"
1,0.4086,"3","1",2,1,1,1,1,"1151"
1,0.38648,"3","1",1,1,1,1,1,"1151"
1,0.29343,"3","1",2,1,1,1,1,"1151"
0,1.9054,"3","1",1,1,1,1,1,"1151"
1,0.59928,"2","4",2,1,1,1,1,"1151"
1,0.53822,"2","4",1,1,1,1,1,"1151"
1,0.67514,"2","4",1,1,1,1,1,"1151"
1,0.50902,"1","4",2,1,1,1,1,"1151"
1,0.67602,"4","4",2,1,1,1,1,"1151"
1,0.44919,"1","4",2,1,1,1,1,"1151"
1,0.77096,"3","4",1,1,1,1,1,"1151"
0,0.94978,"3","4",2,1,1,1,1,"1151"
1,0.59671,"1","3",1,1,1,1,1,"1151"
1,0.61968,"1","3",2,1,1,1,1,"1151"
1,1.2096,"2","3",1,1,1,1,1,"1151"
1,0.62452,"1","3",1,1,1,1,1,"1151"
1,1.3994,"4","3",1,1,1,1,1,"1151"
1,0.63539,"2","3",2,1,1,1,1,"1151"
1,0.75633,"4","3",2,1,1,1,1,"1151"
0,0.64027,"4","3",1,1,1,1,1,"1151"
1,0.38815,"2","2",1,1,1,1,1,"1151"
1,0.29209,"2","2",1,1,1,1,1,"1151"
1,0.50002,"1","2",1,1,1,1,1,"1151"
1,0.47795,"1","2",1,1,1,1,1,"1151"
1,0.69788,"2","2",2,1,1,1,1,"1151"
1,0.71592,"1","2",2,1,1,1,1,"1151"
1,0.65176,"2","2",2,1,1,1,1,"1151"
1,0.34967,"1","2",2,1,1,1,1,"1151"
1,0.48028,"3","4",1,1,1,1,1,"1151"
1,0.67427,"2","4",2,1,1,1,1,"1151"
1,0.97614,"1","4",2,1,1,1,1,"1151"
1,0.42811,"1","4",1,1,1,1,1,"1151"
1,0.52907,"4","4",2,1,1,1,1,"1151"
1,0.93509,"4","4",1,1,1,1,1,"1151"
1,0.86993,"2","4",1,1,1,1,1,"1151"
1,0.67761,"1","4",1,1,1,1,1,"1151"
1,0.42373,"3","1",1,1,1,1,1,"1151"
1,0.38567,"3","1",2,1,1,1,1,"1151"
1,0.87759,"3","1",2,1,1,1,1,"1151"
1,0.59157,"3","1",1,1,1,1,1,"1151"
1,0.37947,"3","1",2,1,1,1,1,"1151"
1,0.32841,"3","1",1,1,1,1,1,"1151"
1,0.33239,"3","1",2,1,1,1,1,"1151"
1,0.23628,"3","1",2,1,1,1,1,"1151"
1,0.39015,"4","3",1,1,1,1,1,"1151"
1,1.0281,"3","3",2,1,1,1,1,"1151"
1,0.60309,"3","3",1,1,1,1,1,"1151"
1,0.732,"2","3",1,1,1,1,1,"1151"
1,0.68794,"2","3",1,1,1,1,1,"1151"
1,0.59991,"3","3",1,1,1,1,1,"1151"
1,0.88281,"3","3",2,1,1,1,1,"1151"
1,0.59274,"3","3",1,1,1,1,1,"1151"
1,0.78162,"4","2",2,1,1,1,1,"1151"
1,0.60865,"4","2",2,1,1,1,1,"1151"
1,0.8375,"3","2",2,1,1,1,1,"1151"
1,0.25941,"4","2",2,1,1,1,1,"1151"
1,0.87537,"4","2",2,1,1,1,1,"1151"
0,0.67027,"4","2",1,1,1,1,1,"1151"
1,0.27022,"3","2",2,1,1,1,1,"1151"
1,0.56512,"3","2",2,1,1,1,1,"1151"
1,0.68502,"2","3",2,1,1,1,1,"1151"
1,0.62594,"4","3",2,1,1,1,1,"1151"
1,0.65695,"4","3",2,1,1,1,1,"1151"
0,0.63883,"3","3",2,1,1,1,1,"1151"
1,0.6838,"2","3",2,1,1,1,1,"1151"
0,0.83873,"4","3",1,1,1,1,1,"1151"
1,0.93568,"3","3",2,1,1,1,1,"1151"
1,0.23962,"3","3",2,1,1,1,1,"1151"
1,0.23346,"1","1",1,1,1,1,1,"1151"
1,0.4324,"1","1",2,1,1,1,1,"1151"
1,0.39135,"1","1",2,1,1,1,1,"1151"
1,0.35328,"1","1",2,1,1,1,1,"1151"
1,0.33154,"1","1",2,1,1,1,1,"1151"
1,0.3005,"1","1",1,1,1,1,1,"1151"
1,0.39344,"1","1",2,1,1,1,1,"1151"
1,0.28038,"1","1",1,1,1,1,1,"1151"
1,0.59699,"3","2",1,1,1,1,1,"1151"
1,0.37607,"4","2",1,1,1,1,1,"1151"
0,0.54913,"3","2",1,1,1,1,1,"1151"
1,0.37018,"4","2",2,1,1,1,1,"1151"
1,0.42101,"3","2",2,1,1,1,1,"1151"
1,0.49494,"3","2",1,1,1,1,1,"1151"
1,0.84359,"3","2",1,1,1,1,1,"1151"
1,0.53477,"4","2",1,1,1,1,1,"1151"
1,0.5497,"2","4",2,1,1,1,1,"1151"
1,0.72834,"2","4",1,1,1,1,1,"1151"
0,0.83761,"3","4",2,1,1,1,1,"1151"
1,0.9595,"3","4",2,1,1,1,1,"1151"
1,0.90744,"3","4",2,1,1,1,1,"1151"
1,0.73752,"1","4",2,1,1,1,1,"1151"
1,0.73029,"4","4",2,1,1,1,1,"1151"
1,0.73621,"4","4",2,1,1,1,1,"1151"
0,0.6519,"3","1",2,1,1,1,1,"1160"
0,0.66082,"3","1",2,1,1,1,1,"1160"
1,0.62985,"3","1",1,1,1,1,1,"1160"
0,0.7107,"3","1",1,1,1,1,1,"1160"
1,0.57363,"3","1",1,1,1,1,1,"1160"
1,0.52353,"3","1",1,1,1,1,1,"1160"
1,0.89151,"3","1",2,1,1,1,1,"1160"
1,0.55944,"3","1",2,1,1,1,1,"1160"
1,1.6543,"4","3",2,1,1,1,1,"1160"
1,1.5015,"4","3",2,1,1,1,1,"1160"
1,1.6701,"1","3",2,1,1,1,1,"1160"
1,0.94106,"2","3",2,1,1,1,1,"1160"
1,1.0322,"1","3",2,1,1,1,1,"1160"
1,1.3369,"1","3",1,1,1,1,1,"1160"
1,0.98888,"1","3",1,1,1,1,1,"1160"
1,0.64677,"2","2",1,1,1,1,1,"1160"
1,1.2657,"4","2",2,1,1,1,1,"1160"
1,0.96363,"4","2",2,1,1,1,1,"1160"
1,1.2775,"4","2",1,1,1,1,1,"1160"
1,0.8145,"2","2",1,1,1,1,1,"1160"
1,0.89543,"2","2",1,1,1,1,1,"1160"
1,1.4073,"4","2",1,1,1,1,1,"1160"
1,0.69231,"2","2",2,1,1,1,1,"1160"
1,1.1562,"4","4",2,1,1,1,1,"1160"
1,1.1231,"4","4",2,1,1,1,1,"1160"
0,1.5141,"1","4",1,1,1,1,1,"1160"
0,1.414,"1","4",2,1,1,1,1,"1160"
1,1.1239,"2","4",2,1,1,1,1,"1160"
1,0.69997,"3","4",1,1,1,1,1,"1160"
1,0.5968,"2","4",2,1,1,1,1,"1160"
1,1.2848,"1","4",1,1,1,1,1,"1160"
1,0.62762,"3","2",1,1,1,1,1,"1160"
1,1.1746,"3","2",2,1,1,1,1,"1160"
1,0.80449,"3","2",1,1,1,1,1,"1160"
0,0.78144,"4","2",1,1,1,1,1,"1160"
1,1.1184,"4","2",2,1,1,1,1,"1160"
1,1.08,"4","2",2,1,1,1,1,"1160"
1,0.62723,"3","2",1,1,1,1,1,"1160"
0,0.99115,"4","2",1,1,1,1,1,"1160"
0,1.1531,"3","4",2,1,1,1,1,"1160"
1,1.124,"3","4",1,1,1,1,1,"1160"
1,0.99592,"3","4",1,1,1,1,1,"1160"
0,1.3379,"4","4",1,1,1,1,1,"1160"
0,0.84381,"4","4",1,1,1,1,1,"1160"
1,1.3417,"1","4",1,1,1,1,1,"1160"
1,0.81568,"2","4",1,1,1,1,1,"1160"
1,0.61853,"2","4",1,1,1,1,1,"1160"
1,0.64862,"2","3",2,1,1,1,1,"1160"
1,0.54452,"2","3",1,1,1,1,1,"1160"
1,0.94136,"2","3",2,1,1,1,1,"1160"
1,1.3973,"1","3",2,1,1,1,1,"1160"
1,1.3182,"1","3",1,1,1,1,1,"1160"
1,0.79417,"2","3",1,1,1,1,1,"1160"
1,1.0155,"3","3",2,1,1,1,1,"1160"
0,1.331,"3","3",2,1,1,1,1,"1160"
1,0.56792,"1","1",2,1,1,1,1,"1160"
1,0.48687,"1","1",1,1,1,1,1,"1160"
1,0.46381,"1","1",1,1,1,1,1,"1160"
1,0.49275,"1","1",2,1,1,1,1,"1160"
1,0.59467,"1","1",1,1,1,1,1,"1160"
0,0.52062,"1","1",2,1,1,1,1,"1160"
1,1.0107,"1","1",2,1,1,1,1,"1160"
1,0.46448,"1","1",1,1,1,1,1,"1160"
0,1.2367,"3","3",2,1,1,1,1,"1160"
1,0.89263,"1","3",2,1,1,1,1,"1160"
0,1.2225,"3","3",2,1,1,1,1,"1160"
1,0.6985,"2","3",1,1,1,1,1,"1160"
1,0.67244,"2","3",2,1,1,1,1,"1160"
1,0.74837,"2","3",1,1,1,1,1,"1160"
0,1.2443,"1","3",1,1,1,1,1,"1160"
1,0.75234,"2","3",1,1,1,1,1,"1160"
1,0.75013,"1","2",2,1,1,1,1,"1160"
1,0.92106,"1","2",1,1,1,1,1,"1160"
1,0.89199,"3","2",2,1,1,1,1,"1160"
1,0.77294,"3","2",2,1,1,1,1,"1160"
1,0.65288,"1","2",2,1,1,1,1,"1160"
1,1.0177,"3","2",1,1,1,1,1,"1160"
1,0.60675,"3","2",2,1,1,1,1,"1160"
1,0.5437,"1","2",1,1,1,1,1,"1160"
1,0.80163,"2","4",1,1,1,1,1,"1160"
1,0.7035,"4","4",2,1,1,1,1,"1160"
1,0.61843,"4","4",2,1,1,1,1,"1160"
1,0.98028,"4","4",2,1,1,1,1,"1160"
1,0.61845,"1","4",1,1,1,1,1,"1160"
0,1.1113,"3","4",2,1,1,1,1,"1160"
1,0.86939,"1","4",2,1,1,1,1,"1160"
0,1.1681,"2","4",2,1,1,1,1,"1160"
1,1.1631,"2","1",2,1,1,1,1,"1160"
1,0.52993,"2","1",2,1,1,1,1,"1160"
1,0.66283,"2","1",2,1,1,1,1,"1160"
1,0.46077,"2","1",1,1,1,1,1,"1160"
1,0.64069,"2","1",1,1,1,1,1,"1160"
1,0.44766,"2","1",1,1,1,1,1,"1160"
1,0.50854,"2","1",2,1,1,1,1,"1160"
1,0.46856,"2","1",1,1,1,1,1,"1160"
1,0.99643,"2","3",2,1,1,1,1,"1160"
1,0.99736,"3","3",1,1,1,1,1,"1160"
1,1.4663,"3","3",2,1,1,1,1,"1160"
0,1.0933,"3","3",1,1,1,1,1,"1160"
0,1.1552,"4","3",1,1,1,1,1,"1160"
1,1.1541,"3","3",1,1,1,1,1,"1160"
1,0.72604,"2","3",1,1,1,1,1,"1160"
0,1.148,"4","3",1,1,1,1,1,"1160"
1,0.88487,"1","2",2,1,1,1,1,"1160"
1,0.92872,"1","2",1,1,1,1,1,"1160"
0,0.95775,"4","2",1,1,1,1,1,"1160"
1,0.88967,"4","2",2,1,1,1,1,"1160"
1,1.6466,"1","2",2,1,1,1,1,"1160"
0,1.1637,"4","2",1,1,1,1,1,"1160"
1,0.54834,"1","2",1,1,1,1,1,"1160"
1,0.40531,"1","1",1,1,1,1,1,"1160"
1,0.38317,"1","1",1,1,1,1,1,"1160"
1,0.29911,"1","1",2,1,1,1,1,"1160"
1,0.30406,"1","1",2,1,1,1,1,"1160"
1,0.31304,"1","1",2,1,1,1,1,"1160"
1,0.34692,"1","1",1,1,1,1,1,"1160"
1,0.39186,"1","1",1,1,1,1,1,"1160"
1,0.89801,"1","4",2,1,1,1,1,"1160"
1,0.68268,"1","4",1,1,1,1,1,"1160"
0,1.0385,"3","4",2,1,1,1,1,"1160"
1,1.0285,"3","4",1,1,1,1,1,"1160"
0,1.2125,"3","4",2,1,1,1,1,"1160"
1,0.79533,"2","4",1,1,1,1,1,"1160"
1,0.62531,"2","4",1,1,1,1,1,"1160"
0,1.1484,"4","4",1,1,1,1,1,"1160"
0,0.68383,"4","3",1,1,1,1,1,"1160"
1,0.68777,"4","3",2,1,1,1,1,"1160"
1,0.56074,"1","3",2,1,1,1,1,"1160"
