"probe_accuracy","probe_rt","probe_attribute","cue_dimensionality","probe_leftrightwin","cue_color","cue_direction","cue_size","cue_luminance","subj_idx"
1,0.72165,"1","2",2,1,1,1,1,"1117"
1,0.82361,"2","2",2,1,1,1,1,"1117"
1,1.6715,"2","2",1,1,1,1,1,"1117"
0,1.4884,"2","2",1,1,1,1,1,"1117"
0,0.92432,"2","2",1,1,1,1,1,"1117"
1,1.1923,"1","2",1,1,1,1,1,"1117"
1,1.2142,"2","2",1,1,1,1,1,"1117"
1,0.93956,"1","2",2,1,1,1,1,"1117"
1,0.61344,"2","1",1,1,1,1,1,"1117"
1,0.35636,"2","1",2,1,1,1,1,"1117"
1,0.55931,"2","1",2,1,1,1,1,"1117"
1,0.36126,"2","1",2,1,1,1,1,"1117"
1,0.53218,"2","1",1,1,1,1,1,"1117"
1,0.30308,"2","1",2,1,1,1,1,"1117"
1,0.37306,"2","1",1,1,1,1,1,"1117"
1,0.33796,"2","1",2,1,1,1,1,"1117"
1,1.2271,"4","3",2,1,1,1,1,"1117"
1,1.089,"1","3",1,1,1,1,1,"1117"
1,0.68574,"1","3",2,1,1,1,1,"1117"
1,1.5957,"3","3",1,1,1,1,1,"1117"
0,1.1926,"3","3",1,1,1,1,1,"1117"
1,1.5525,"4","3",2,1,1,1,1,"1117"
1,1.2944,"4","3",1,1,1,1,1,"1117"
1,0.64042,"4","3",2,1,1,1,1,"1117"
0,1.1713,"2","4",1,1,1,1,1,"1117"
1,1.0842,"2","4",1,1,1,1,1,"1117"
1,1.2052,"2","4",1,1,1,1,1,"1117"
0,0.976,"3","4",1,1,1,1,1,"1117"
1,0.94196,"4","4",2,1,1,1,1,"1117"
1,0.62813,"1","4",2,1,1,1,1,"1117"
1,1.0548,"1","4",1,1,1,1,1,"1117"
0,0.51561,"1","3",1,1,1,1,1,"1117"
1,1.2296,"2","3",1,1,1,1,1,"1117"
1,0.83454,"1","3",2,1,1,1,1,"1117"
1,0.82348,"1","3",1,1,1,1,1,"1117"
1,0.70839,"1","3",1,1,1,1,1,"1117"
1,0.79539,"1","3",2,1,1,1,1,"1117"
1,1.2483,"2","3",1,1,1,1,1,"1117"
1,0.63018,"4","3",2,1,1,1,1,"1117"
0,0.89816,"4","4",1,1,1,1,1,"1117"
1,0.95604,"4","4",2,1,1,1,1,"1117"
1,0.47802,"1","4",2,1,1,1,1,"1117"
1,0.95596,"3","4",2,1,1,1,1,"1117"
0,0.6458,"3","4",1,1,1,1,1,"1117"
1,0.63779,"4","4",2,1,1,1,1,"1117"
1,0.92576,"2","4",2,1,1,1,1,"1117"
0,0.5447,"1","4",1,1,1,1,1,"1117"
1,0.80453,"4","2",2,1,1,1,1,"1117"
0,0.92146,"3","2",1,1,1,1,1,"1117"
1,0.60645,"4","2",1,1,1,1,1,"1117"
1,0.25835,"4","2",2,1,1,1,1,"1117"
1,0.41527,"3","2",2,1,1,1,1,"1117"
1,0.46321,"4","2",1,1,1,1,1,"1117"
1,0.31115,"3","2",2,1,1,1,1,"1117"
0,0.33309,"3","2",1,1,1,1,1,"1117"
1,0.25397,"4","1",1,1,1,1,1,"1117"
1,0.28291,"4","1",2,1,1,1,1,"1117"
1,0.49978,"4","1",1,1,1,1,1,"1117"
1,0.31678,"4","1",2,1,1,1,1,"1117"
1,0.32371,"4","1",2,1,1,1,1,"1117"
1,0.40765,"4","1",1,1,1,1,1,"1117"
0,0.29958,"4","1",1,1,1,1,1,"1117"
1,0.31652,"4","1",2,1,1,1,1,"1117"
1,0.79883,"1","4",2,1,1,1,1,"1117"
1,0.86186,"3","4",2,1,1,1,1,"1117"
0,0.75875,"3","4",1,1,1,1,1,"1117"
1,1.5126,"1","4",1,1,1,1,1,"1117"
1,0.76263,"2","4",2,1,1,1,1,"1117"
1,0.79756,"2","4",2,1,1,1,1,"1117"
0,0.96143,"4","4",1,1,1,1,1,"1117"
1,0.91143,"2","4",1,1,1,1,1,"1117"
1,0.43031,"3","2",2,1,1,1,1,"1117"
1,0.27926,"3","2",2,1,1,1,1,"1117"
1,0.56319,"3","2",2,1,1,1,1,"1117"
1,0.34004,"4","2",2,1,1,1,1,"1117"
1,0.58604,"3","2",2,1,1,1,1,"1117"
1,0.60799,"4","2",2,1,1,1,1,"1117"
1,0.43493,"4","2",2,1,1,1,1,"1117"
1,0.70986,"4","2",2,1,1,1,1,"1117"
0,0.31075,"1","1",1,1,1,1,1,"1117"
1,0.4147,"1","1",2,1,1,1,1,"1117"
1,0.50663,"1","1",1,1,1,1,1,"1117"
1,0.28955,"1","1",2,1,1,1,1,"1117"
1,0.27741,"1","1",2,1,1,1,1,"1117"
1,0.31847,"1","1",1,1,1,1,1,"1117"
1,0.31236,"1","1",2,1,1,1,1,"1117"
1,0.35033,"1","1",2,1,1,1,1,"1117"
0,0.62817,"3","3",1,1,1,1,1,"1117"
1,0.54205,"2","3",2,1,1,1,1,"1117"
1,0.73804,"3","3",2,1,1,1,1,"1117"
0,0.69297,"3","3",1,1,1,1,1,"1117"
1,0.62683,"3","3",2,1,1,1,1,"1117"
0,0.78684,"4","3",1,1,1,1,1,"1117"
1,0.64678,"2","3",2,1,1,1,1,"1117"
0,0.93165,"4","3",1,1,1,1,1,"1117"
1,1.1336,"1","2",1,1,1,1,1,"1117"
1,0.65753,"4","2",1,1,1,1,1,"1117"
1,1.0454,"4","2",1,1,1,1,1,"1117"
1,0.8284,"4","2",2,1,1,1,1,"1117"
1,0.67833,"1","2",2,1,1,1,1,"1117"
1,0.30028,"1","2",2,1,1,1,1,"1117"
1,0.90543,"4","2",1,1,1,1,1,"1117"
1,0.67715,"1","2",1,1,1,1,1,"1117"
1,0.70903,"2","3",2,1,1,1,1,"1117"
1,0.46897,"2","3",2,1,1,1,1,"1117"
1,0.6919,"3","3",2,1,1,1,1,"1117"
0,0.75783,"1","3",2,1,1,1,1,"1117"
1,0.87077,"1","3",2,1,1,1,1,"1117"
1,0.6457,"2","3",2,1,1,1,1,"1117"
1,0.67863,"2","3",1,1,1,1,1,"1117"
1,0.58258,"2","3",1,1,1,1,1,"1117"
1,0.65845,"1","4",1,1,1,1,1,"1117"
1,0.60239,"1","4",2,1,1,1,1,"1117"
0,0.66533,"3","4",1,1,1,1,1,"1117"
1,0.79626,"3","4",2,1,1,1,1,"1117"
1,1.1142,"4","4",1,1,1,1,1,"1117"
1,0.69606,"4","4",2,1,1,1,1,"1117"
0,0.77106,"4","4",1,1,1,1,1,"1117"
1,0.49401,"2","4",1,1,1,1,1,"1117"
1,0.26483,"1","1",1,1,1,1,1,"1117"
1,0.44781,"1","1",1,1,1,1,1,"1117"
1,0.30176,"1","1",2,1,1,1,1,"1117"
1,0.30664,"1","1",1,1,1,1,1,"1117"
1,0.34562,"1","1",1,1,1,1,1,"1117"
1,0.35659,"1","1",2,1,1,1,1,"1117"
1,0.28044,"1","1",2,1,1,1,1,"1117"
1,0.53243,"1","1",1,1,1,1,1,"1117"
1,0.88075,"1","4",1,1,1,1,1,"1117"
1,0.75469,"2","4",1,1,1,1,1,"1117"
0,0.95765,"3","4",1,1,1,1,1,"1117"
0,0.77749,"3","4",1,1,1,1,1,"1117"
1,0.52649,"1","4",2,1,1,1,1,"1117"
1,0.65743,"2","4",2,1,1,1,1,"1117"
1,0.89928,"4","4",2,1,1,1,1,"1117"
1,0.64429,"4","4",2,1,1,1,1,"1117"
1,0.26518,"3","1",1,1,1,1,1,"1117"
1,0.27312,"3","1",2,1,1,1,1,"1117"
1,0.30006,"3","1",1,1,1,1,1,"1117"
1,0.27999,"3","1",2,1,1,1,1,"1117"
1,0.38901,"3","1",1,1,1,1,1,"1117"
1,0.33387,"3","1",1,1,1,1,1,"1117"
1,0.3658,"3","1",1,1,1,1,1,"1117"
1,0.3827,"3","1",2,1,1,1,1,"1117"
1,0.7166,"2","2",1,1,1,1,1,"1117"
0,0.65554,"4","2",1,1,1,1,1,"1117"
0,0.51848,"4","2",1,1,1,1,1,"1117"
0,0.58042,"4","2",1,1,1,1,1,"1117"
1,0.86935,"2","2",1,1,1,1,1,"1117"
1,0.2693,"2","2",2,1,1,1,1,"1117"
1,0.27423,"4","2",2,1,1,1,1,"1117"
1,0.2862,"2","2",2,1,1,1,1,"1117"
1,0.63108,"4","3",2,1,1,1,1,"1117"
0,0.64297,"4","3",1,1,1,1,1,"1117"
1,1.1589,"1","3",1,1,1,1,1,"1117"
1,0.65984,"1","3",2,1,1,1,1,"1117"
1,0.58669,"1","3",1,1,1,1,1,"1117"
1,0.72072,"2","3",1,1,1,1,1,"1117"
1,0.93865,"4","3",1,1,1,1,1,"1117"
1,0.62558,"2","3",1,1,1,1,1,"1117"
1,0.26447,"4","1",2,1,1,1,1,"1117"
0,0.35041,"4","1",1,1,1,1,1,"1117"
1,0.37628,"4","1",1,1,1,1,1,"1117"
0,0.23333,"4","1",1,1,1,1,1,"1117"
0,0.30622,"4","1",1,1,1,1,1,"1117"
1,0.29811,"4","1",2,1,1,1,1,"1117"
1,0.30308,"4","1",2,1,1,1,1,"1117"
1,0.31404,"4","1",2,1,1,1,1,"1117"
1,0.86882,"3","3",2,1,1,1,1,"1117"
0,0.58479,"3","3",1,1,1,1,1,"1117"
1,0.69973,"2","3",1,1,1,1,1,"1117"
1,0.67968,"1","3",1,1,1,1,1,"1117"
1,0.66958,"2","3",2,1,1,1,1,"1117"
1,0.72261,"2","3",1,1,1,1,1,"1117"
1,0.56272,"3","3",1,1,1,1,1,"1117"
1,0.62749,"1","3",2,1,1,1,1,"1117"
0,0.95027,"1","2",1,1,1,1,1,"1117"
1,0.70627,"3","2",1,1,1,1,1,"1117"
1,0.87323,"3","2",1,1,1,1,1,"1117"
1,0.48201,"3","2",1,1,1,1,1,"1117"
1,0.7011,"1","2",2,1,1,1,1,"1117"
1,0.25106,"3","2",2,1,1,1,1,"1117"
0,0.51689,"1","2",1,1,1,1,1,"1117"
1,0.61592,"1","2",2,1,1,1,1,"1117"
1,0.56679,"2","4",2,1,1,1,1,"1117"
1,0.6937,"2","4",2,1,1,1,1,"1117"
1,0.92765,"1","4",1,1,1,1,1,"1117"
1,0.6676,"1","4",1,1,1,1,1,"1117"
1,0.62552,"3","4",2,1,1,1,1,"1117"
1,0.93747,"3","4",1,1,1,1,1,"1117"
1,0.5774,"4","4",1,1,1,1,1,"1117"
0,1.0803,"4","4",1,1,1,1,1,"1117"
1,0.27109,"2","1",1,1,1,1,1,"1117"
1,0.28603,"2","1",1,1,1,1,1,"1117"
1,0.30497,"2","1",1,1,1,1,1,"1117"
1,0.26991,"2","1",2,1,1,1,1,"1117"
1,0.29281,"2","1",1,1,1,1,1,"1117"
1,0.30277,"2","1",2,1,1,1,1,"1117"
1,0.29071,"2","1",1,1,1,1,1,"1117"
1,0.28464,"2","1",2,1,1,1,1,"1117"
1,0.76952,"1","4",2,1,1,1,1,"1117"
1,0.61746,"1","4",2,1,1,1,1,"1117"
1,0.6624,"3","4",2,1,1,1,1,"1117"
1,0.58732,"2","4",1,1,1,1,1,"1117"
0,0.84226,"4","4",1,1,1,1,1,"1117"
1,1.0532,"4","4",2,1,1,1,1,"1117"
1,0.64917,"2","4",2,1,1,1,1,"1117"
1,0.58707,"1","4",2,1,1,1,1,"1117"
1,0.53596,"2","3",2,1,1,1,1,"1117"
1,0.88289,"3","3",2,1,1,1,1,"1117"
0,0.85586,"3","3",1,1,1,1,1,"1117"
1,1.1508,"3","3",2,1,1,1,1,"1117"
1,0.90368,"3","3",2,1,1,1,1,"1117"
1,0.68663,"2","3",2,1,1,1,1,"1117"
1,0.71756,"4","3",2,1,1,1,1,"1117"
1,1.0075,"4","3",2,1,1,1,1,"1117"
1,0.62137,"2","2",1,1,1,1,1,"1117"
1,0.47831,"3","2",2,1,1,1,1,"1117"
1,0.2742,"3","2",1,1,1,1,1,"1117"
1,0.48319,"2","2",2,1,1,1,1,"1117"
1,0.38413,"2","2",2,1,1,1,1,"1117"
1,0.591,"3","2",1,1,1,1,1,"1117"
0,0.95998,"3","2",1,1,1,1,1,"1117"
1,0.27497,"2","2",2,1,1,1,1,"1117"
1,0.54381,"1","3",1,1,1,1,1,"1117"
0,0.90774,"4","3",1,1,1,1,1,"1117"
0,1.3096,"4","3",1,1,1,1,1,"1117"
0,0.81762,"4","3",1,1,1,1,1,"1117"
1,0.92755,"3","3",2,1,1,1,1,"1117"
1,1.1954,"4","3",2,1,1,1,1,"1117"
1,0.47245,"1","3",2,1,1,1,1,"1117"
1,0.52636,"3","3",1,1,1,1,1,"1117"
1,0.65424,"2","4",1,1,1,1,1,"1117"
1,0.5222,"2","4",2,1,1,1,1,"1117"
1,0.99005,"4","4",1,1,1,1,1,"1117"
1,0.79304,"4","4",2,1,1,1,1,"1117"
1,0.85731,"3","4",2,1,1,1,1,"1117"
1,0.60962,"3","4",2,1,1,1,1,"1117"
1,0.57605,"3","4",1,1,1,1,1,"1117"
1,0.73845,"1","4",1,1,1,1,1,"1117"
1,0.26705,"3","1",1,1,1,1,1,"1117"
1,0.28033,"3","1",2,1,1,1,1,"1117"
1,0.25421,"3","1",1,1,1,1,1,"1117"
1,0.28386,"3","1",2,1,1,1,1,"1117"
1,0.25109,"3","1",1,1,1,1,1,"1117"
1,0.26501,"3","1",2,1,1,1,1,"1117"
1,0.29669,"3","1",2,1,1,1,1,"1117"
1,0.2786,"3","1",2,1,1,1,1,"1117"
1,0.25277,"1","2",1,1,1,1,1,"1117"
1,0.51977,"2","2",2,1,1,1,1,"1117"
1,0.67235,"2","2",1,1,1,1,1,"1117"
1,0.47425,"1","2",2,1,1,1,1,"1117"
1,0.53351,"1","2",2,1,1,1,1,"1117"
1,0.29745,"2","2",2,1,1,1,1,"1117"
0,0.60532,"1","2",1,1,1,1,1,"1117"
1,0.33036,"1","2",1,1,1,1,1,"1117"
1,1.1956,"3","4",1,1,1,1,1,"1118"
1,0.96168,"3","4",1,1,1,1,1,"1118"
0,1.1194,"1","4",2,1,1,1,1,"1118"
1,0.97537,"4","4",2,1,1,1,1,"1118"
1,0.88334,"4","4",1,1,1,1,1,"1118"
0,1.3052,"4","4",2,1,1,1,1,"1118"
1,1.4922,"2","4",2,1,1,1,1,"1118"
1,1.2401,"1","4",2,1,1,1,1,"1118"
0,1.352,"3","3",2,1,1,1,1,"1118"
1,1.2888,"2","3",2,1,1,1,1,"1118"
1,0.65978,"2","3",2,1,1,1,1,"1118"
1,0.62576,"2","3",2,1,1,1,1,"1118"
1,1.5876,"3","3",2,1,1,1,1,"1118"
1,0.89466,"1","3",1,1,1,1,1,"1118"
0,0.91459,"2","3",1,1,1,1,1,"1118"
1,0.4975,"2","3",2,1,1,1,1,"1118"
0,1.0044,"1","2",1,1,1,1,1,"1118"
1,1.5773,"4","2",1,1,1,1,1,"1118"
0,1.4992,"4","2",1,1,1,1,1,"1118"
1,0.59417,"4","2",1,1,1,1,1,"1118"
1,0.4103,"1","2",2,1,1,1,1,"1118"
1,0.52213,"1","2",1,1,1,1,1,"1118"
1,0.46397,"4","2",2,1,1,1,1,"1118"
0,0.75294,"1","2",2,1,1,1,1,"1118"
0,0.4587,"1","1",2,1,1,1,1,"1118"
1,0.35868,"1","1",1,1,1,1,1,"1118"
0,0.83164,"1","1",1,1,1,1,1,"1118"
1,0.41559,"1","1",2,1,1,1,1,"1118"
1,0.39252,"1","1",2,1,1,1,1,"1118"
1,0.40642,"1","1",1,1,1,1,1,"1118"
1,0.28936,"1","1",1,1,1,1,1,"1118"
1,0.26335,"1","1",2,1,1,1,1,"1118"
1,0.59516,"1","4",2,1,1,1,1,"1118"
1,0.67013,"4","4",1,1,1,1,1,"1118"
1,0.45903,"2","4",2,1,1,1,1,"1118"
1,0.67105,"2","4",2,1,1,1,1,"1118"
0,0.55594,"2","4",1,1,1,1,1,"1118"
1,0.85682,"1","4",1,1,1,1,1,"1118"
1,0.80884,"3","4",1,1,1,1,1,"1118"
1,0.68167,"3","4",1,1,1,1,1,"1118"
1,0.24856,"4","1",2,1,1,1,1,"1118"
1,0.32954,"4","1",1,1,1,1,1,"1118"
0,0.64552,"4","1",1,1,1,1,1,"1118"
1,0.31532,"4","1",2,1,1,1,1,"1118"
1,0.30832,"4","1",2,1,1,1,1,"1118"
1,0.39033,"4","1",2,1,1,1,1,"1118"
1,0.29121,"4","1",2,1,1,1,1,"1118"
1,0.27814,"4","1",2,1,1,1,1,"1118"
0,1.017,"4","3",1,1,1,1,1,"1118"
1,1.2089,"4","3",2,1,1,1,1,"1118"
1,1.3559,"3","3",2,1,1,1,1,"1118"
1,0.71186,"3","3",2,1,1,1,1,"1118"
1,0.79273,"1","3",1,1,1,1,1,"1118"
1,0.54871,"1","3",2,1,1,1,1,"1118"
1,1.2466,"4","3",2,1,1,1,1,"1118"
1,0.61561,"4","3",2,1,1,1,1,"1118"
0,0.51953,"2","2",1,1,1,1,1,"1118"
0,0.49237,"2","2",1,1,1,1,1,"1118"
1,0.53734,"3","2",1,1,1,1,1,"1118"
1,0.3562,"3","2",2,1,1,1,1,"1118"
0,0.70926,"2","2",2,1,1,1,1,"1118"
1,0.38115,"3","2",1,1,1,1,1,"1118"
1,0.56713,"3","2",1,1,1,1,1,"1118"
0,0.59797,"2","2",1,1,1,1,1,"1118"
0,0.30932,"3","1",2,1,1,1,1,"1118"
1,0.31934,"3","1",1,1,1,1,1,"1118"
1,0.24632,"3","1",2,1,1,1,1,"1118"
1,0.27117,"3","1",1,1,1,1,1,"1118"
1,0.2671,"3","1",1,1,1,1,1,"1118"
1,0.34007,"3","1",1,1,1,1,1,"1118"
1,0.55396,"3","1",1,1,1,1,1,"1118"
1,0.24794,"3","1",2,1,1,1,1,"1118"
0,0.56381,"3","2",2,1,1,1,1,"1118"
1,0.60374,"4","2",2,1,1,1,1,"1118"
0,0.53686,"4","2",1,1,1,1,1,"1118"
1,0.66462,"4","2",2,1,1,1,1,"1118"
1,0.38855,"3","2",2,1,1,1,1,"1118"
0,0.4094,"4","2",1,1,1,1,1,"1118"
1,0.52638,"3","2",1,1,1,1,1,"1118"
1,0.45334,"3","2",1,1,1,1,1,"1118"
0,1.4642,"1","4",1,1,1,1,1,"1118"
1,0.50717,"2","4",2,1,1,1,1,"1118"
1,0.52611,"3","4",2,1,1,1,1,"1118"
1,0.59298,"4","4",2,1,1,1,1,"1118"
0,1.074,"4","4",1,1,1,1,1,"1118"
1,0.66591,"1","4",2,1,1,1,1,"1118"
1,0.87883,"2","4",2,1,1,1,1,"1118"
0,0.59677,"2","4",2,1,1,1,1,"1118"
1,0.93972,"1","3",1,1,1,1,1,"1118"
1,0.72863,"1","3",1,1,1,1,1,"1118"
0,1.5175,"4","3",1,1,1,1,1,"1118"
1,0.94548,"4","3",2,1,1,1,1,"1118"
1,0.87033,"2","3",1,1,1,1,1,"1118"
1,1.1773,"1","3",1,1,1,1,1,"1118"
1,0.74121,"1","3",1,1,1,1,1,"1118"
0,0.86118,"1","3",2,1,1,1,1,"1118"
0,0.83805,"3","4",1,1,1,1,1,"1118"
1,1.2579,"3","4",2,1,1,1,1,"1118"
0,0.91492,"3","4",2,1,1,1,1,"1118"
1,0.83885,"2","4",1,1,1,1,1,"1118"
1,0.98595,"4","4",2,1,1,1,1,"1118"
0,0.87072,"4","4",1,1,1,1,1,"1118"
0,0.85958,"1","4",1,1,1,1,1,"1118"
1,0.7246,"1","4",1,1,1,1,1,"1118"
1,0.58248,"1","2",1,1,1,1,1,"1118"
1,0.69241,"3","2",1,1,1,1,1,"1118"
0,0.53731,"3","2",2,1,1,1,1,"1118"
1,0.38334,"3","2",2,1,1,1,1,"1118"
1,0.7222,"1","2",1,1,1,1,1,"1118"
0,0.49614,"3","2",2,1,1,1,1,"1118"
1,0.66007,"1","2",1,1,1,1,1,"1118"
0,0.56101,"1","2",1,1,1,1,1,"1118"
0,0.82285,"1","3",2,1,1,1,1,"1118"
0,0.77982,"2","3",2,1,1,1,1,"1118"
0,1.2267,"4","3",1,1,1,1,1,"1118"
0,0.58566,"2","3",1,1,1,1,1,"1118"
1,0.9067,"2","3",2,1,1,1,1,"1118"
0,1.0405,"1","3",2,1,1,1,1,"1118"
1,0.6835,"1","3",2,1,1,1,1,"1118"
0,0.81034,"4","3",1,1,1,1,1,"1118"
1,0.27035,"2","1",2,1,1,1,1,"1118"
0,0.46925,"2","1",2,1,1,1,1,"1118"
1,0.28714,"2","1",2,1,1,1,1,"1118"
1,0.36608,"2","1",2,1,1,1,1,"1118"
0,0.23606,"2","1",1,1,1,1,1,"1118"
1,0.29598,"2","1",2,1,1,1,1,"1118"
0,0.26618,"2","1",2,1,1,1,1,"1118"
1,0.26028,"2","1",1,1,1,1,1,"1118"
1,0.5567,"3","3",1,1,1,1,1,"1118"
1,0.73669,"1","3",1,1,1,1,1,"1118"
1,0.84254,"3","3",1,1,1,1,1,"1118"
1,0.50953,"2","3",1,1,1,1,1,"1118"
0,0.50143,"2","3",2,1,1,1,1,"1118"
1,0.60439,"2","3",1,1,1,1,1,"1118"
1,0.54432,"1","3",2,1,1,1,1,"1118"
1,0.42422,"1","3",2,1,1,1,1,"1118"
1,0.56313,"1","2",2,1,1,1,1,"1118"
1,0.666,"2","2",1,1,1,1,1,"1118"
1,0.39297,"2","2",2,1,1,1,1,"1118"
1,0.53191,"2","2",1,1,1,1,1,"1118"
0,0.77686,"1","2",2,1,1,1,1,"1118"
1,0.5648,"1","2",1,1,1,1,1,"1118"
0,0.53478,"2","2",2,1,1,1,1,"1118"
1,0.81566,"1","2",2,1,1,1,1,"1118"
1,0.66455,"4","4",1,1,1,1,1,"1118"
1,0.42652,"2","4",1,1,1,1,1,"1118"
1,0.77741,"1","4",1,1,1,1,1,"1118"
1,0.91734,"3","4",2,1,1,1,1,"1118"
1,0.86432,"3","4",1,1,1,1,1,"1118"
1,0.63421,"3","4",2,1,1,1,1,"1118"
1,0.54907,"2","4",1,1,1,1,1,"1118"
0,0.77203,"1","4",2,1,1,1,1,"1118"
0,0.367,"4","1",1,1,1,1,1,"1118"
1,0.2789,"4","1",2,1,1,1,1,"1118"
0,0.31984,"4","1",1,1,1,1,1,"1118"
0,0.29673,"4","1",1,1,1,1,1,"1118"
0,0.24966,"4","1",1,1,1,1,1,"1118"
1,0.30664,"4","1",2,1,1,1,1,"1118"
1,0.30781,"4","1",1,1,1,1,1,"1118"
1,0.24554,"4","1",1,1,1,1,1,"1118"
1,1.0194,"3","3",1,1,1,1,1,"1118"
1,0.48535,"1","3",2,1,1,1,1,"1118"
1,0.99727,"4","3",2,1,1,1,1,"1118"
1,0.61618,"3","3",1,1,1,1,1,"1118"
1,0.54211,"1","3",1,1,1,1,1,"1118"
0,0.88795,"4","3",1,1,1,1,1,"1118"
0,0.65297,"4","3",1,1,1,1,1,"1118"
0,0.60604,"4","3",2,1,1,1,1,"1118"
1,0.52179,"3","1",1,1,1,1,1,"1118"
1,0.24869,"3","1",2,1,1,1,1,"1118"
1,0.71775,"3","1",1,1,1,1,1,"1118"
1,0.2616,"3","1",2,1,1,1,1,"1118"
1,0.27854,"3","1",2,1,1,1,1,"1118"
1,0.25151,"3","1",2,1,1,1,1,"1118"
1,0.27748,"3","1",1,1,1,1,1,"1118"
1,0.2413,"3","1",2,1,1,1,1,"1118"
0,0.80515,"1","4",2,1,1,1,1,"1118"
1,0.60714,"1","4",1,1,1,1,1,"1118"
0,0.56004,"2","4",1,1,1,1,1,"1118"
1,0.685,"2","4",2,1,1,1,1,"1118"
0,1.078,"4","4",1,1,1,1,1,"1118"
1,0.81687,"4","4",2,1,1,1,1,"1118"
1,0.75581,"4","4",2,1,1,1,1,"1118"
1,0.81674,"3","4",2,1,1,1,1,"1118"
1,0.48259,"1","2",1,1,1,1,1,"1118"
1,0.39553,"1","2",2,1,1,1,1,"1118"
1,0.54249,"2","2",2,1,1,1,1,"1118"
1,0.59634,"1","2",2,1,1,1,1,"1118"
0,0.57033,"2","2",2,1,1,1,1,"1118"
1,0.5482,"2","2",1,1,1,1,1,"1118"
1,0.54127,"2","2",2,1,1,1,1,"1118"
1,0.36417,"1","2",2,1,1,1,1,"1118"
1,0.65703,"2","4",1,1,1,1,1,"1118"
0,0.55699,"2","4",2,1,1,1,1,"1118"
1,0.71093,"1","4",1,1,1,1,1,"1118"
1,0.94181,"4","4",2,1,1,1,1,"1118"
1,0.85367,"4","4",2,1,1,1,1,"1118"
0,0.67223,"4","4",1,1,1,1,1,"1118"
1,0.79366,"3","4",1,1,1,1,1,"1118"
1,0.48556,"1","4",2,1,1,1,1,"1118"
0,0.80832,"4","3",1,1,1,1,1,"1118"
1,0.60437,"3","3",1,1,1,1,1,"1118"
1,0.5143,"2","3",1,1,1,1,1,"1118"
0,0.55128,"3","3",2,1,1,1,1,"1118"
1,0.54914,"3","3",1,1,1,1,1,"1118"
1,0.44711,"3","3",1,1,1,1,1,"1118"
0,0.695,"2","3",1,1,1,1,1,"1118"
0,0.74488,"4","3",2,1,1,1,1,"1118"
1,0.64194,"1","1",1,1,1,1,1,"1118"
1,0.2818,"1","1",2,1,1,1,1,"1118"
1,0.26383,"1","1",1,1,1,1,1,"1118"
1,0.28462,"1","1",2,1,1,1,1,"1118"
1,0.25268,"1","1",1,1,1,1,1,"1118"
1,0.44852,"1","1",2,1,1,1,1,"1118"
1,0.27042,"1","1",2,1,1,1,1,"1118"
1,0.27145,"1","1",1,1,1,1,1,"1118"
1,0.49321,"2","2",1,1,1,1,1,"1118"
1,0.6653,"4","2",1,1,1,1,1,"1118"
1,0.4562,"2","2",2,1,1,1,1,"1118"
1,0.82121,"2","2",2,1,1,1,1,"1118"
1,0.72501,"4","2",2,1,1,1,1,"1118"
1,0.5369,"4","2",2,1,1,1,1,"1118"
0,0.44912,"4","2",1,1,1,1,1,"1118"
1,0.6357,"2","2",1,1,1,1,1,"1118"
1,0.42373,"2","3",2,1,1,1,1,"1118"
0,0.58863,"4","3",1,1,1,1,1,"1118"
1,0.56755,"4","3",2,1,1,1,1,"1118"
1,0.55643,"2","3",1,1,1,1,1,"1118"
1,0.81447,"3","3",2,1,1,1,1,"1118"
1,0.53932,"3","3",2,1,1,1,1,"1118"
1,0.50129,"3","3",1,1,1,1,1,"1118"
1,0.2802,"3","3",2,1,1,1,1,"1118"
1,0.34249,"2","1",1,1,1,1,1,"1118"
1,0.42042,"2","1",1,1,1,1,1,"1118"
0,0.40896,"2","1",2,1,1,1,1,"1118"
1,0.37188,"2","1",1,1,1,1,1,"1118"
1,0.27981,"2","1",1,1,1,1,1,"1118"
1,0.30578,"2","1",1,1,1,1,1,"1118"
1,0.22005,"2","1",2,1,1,1,1,"1118"
1,0.243,"2","1",1,1,1,1,1,"1118"
1,0.35748,"3","2",1,1,1,1,1,"1118"
0,0.23977,"4","2",1,1,1,1,1,"1118"
1,0.28971,"4","2",2,1,1,1,1,"1118"
1,0.32134,"3","2",1,1,1,1,1,"1118"
1,0.38959,"3","2",2,1,1,1,1,"1118"
1,0.28753,"4","2",2,1,1,1,1,"1118"
1,0.46946,"4","2",2,1,1,1,1,"1118"
1,0.2594,"3","2",2,1,1,1,1,"1118"
1,0.55327,"1","4",2,1,1,1,1,"1118"
1,0.65122,"3","4",1,1,1,1,1,"1118"
1,0.56979,"3","4",2,1,1,1,1,"1118"
1,0.65111,"3","4",2,1,1,1,1,"1118"
1,0.73206,"4","4",1,1,1,1,1,"1118"
1,0.63698,"2","4",1,1,1,1,1,"1118"
1,0.54192,"2","4",1,1,1,1,1,"1118"
1,0.76368,"1","4",1,1,1,1,1,"1118"
1,1.0982,"3","4",2,1,1,1,1,"1120"
0,0.75814,"3","4",1,1,1,1,1,"1120"
0,1.04,"1","4",2,1,1,1,1,"1120"
1,1.551,"4","4",2,1,1,1,1,"1120"
1,1.4029,"4","4",1,1,1,1,1,"1120"
