a(1),a(2),a(3),a(4)
1.0586908987635242,1.4966724629742414,1.5071347935071877,1.505407243364162
1.1358226093586783,1.4590371499537662,1.4845414244565909,1.3703502376266343
1.0573555083262118,1.4699450871203954,1.509712774816555,1.41098900467078
1.0605031627436843,1.4596533443195099,1.5085422165800082,1.5049569561581095
1.0530726399292551,1.4690674964913453,1.5039170220601583,1.4049726967816722
1.0127872154858846,1.5033189508683336,1.500456047102583,1.4503135395240827
1.0534787520892255,1.392522827290533,1.5163357030653892,1.4957646971551357
1.0276995518292407,1.3991191679452621,1.5072165517370806,1.4768767683524808
1.0223975478933194,1.4425555405413186,1.5689370713770485,1.4522331823775856
1.0599775164752832,1.4386797895337289,1.5424857124674474,1.4936602465178437
1.0138373684798063,1.446157006557255,1.4370761856188647,1.4840980208692216
1.0536419524607559,1.4543997763445853,1.5009700174054663,1.4746560379817595
1.0465534899558533,1.3878518747106467,1.5359740714559265,1.4684867958479397
1.0027256252192118,1.4441056226520936,1.5465308193712892,1.4899031632052155
1.0162565501720324,1.4830386528450048,1.55601120375327,1.4256054115462824
1.0535647835105741,1.4280567483694842,1.5324492887389842,1.4336096987287135
1.0057394642441253,1.4465023801857428,1.462676259218496,1.4287310715603687
1.1146106088325087,1.4538356440172802,1.4701313912660883,1.4148672959994968
0.9561024164209855,1.4636171069896278,1.5235237140913982,1.4842031204223316
1.0768075337570666,1.4354721394612528,1.5032294574844882,1.5178958470066828
0.9805794377985845,1.4367742497532647,1.498403137628083,1.483305843505416
0.997516194398792,1.4252608363376158,1.5222560658113815,1.5102488603045159
0.9908292549008519,1.4034969403769446,1.4513804460035813,1.4940546374744643
1.0067464601611356,1.3934720008798402,1.4975497441324348,1.448721623548037
1.09529718207787,1.4493487880693454,1.4719382701357993,1.4528675795334456
1.081433798328793,1.416131908430869,1.5629891267508451,1.4021974180809698
1.0281229566030794,1.4588561100283493,1.4821360913101793,1.391258572677664
1.0596632680513125,1.4244481104422224,1.610613440608263,1.463747966028162
1.04523902111227,1.4230362280584778,1.5426195852880706,1.4736896481187167
1.0196617525763072,1.4357723828430258,1.5083103428918343,1.4765031370984134
1.033833026414596,1.4547851310763342,1.4758444369273178,1.4491707604908215
0.9924105448501489,1.3852937402610035,1.5901878079325726,1.4386035227870237
1.0734797184159688,1.4818008556015592,1.594045253722114,1.4514393341349803
0.9894734676085097,1.4680347486245238,1.5114251722197265,1.5065989107900788
1.0423751693594139,1.405955048964493,1.5172860562796453,1.4523467509771089
1.0480616361712602,1.4103855029204482,1.4745272432843908,1.5007254996084578
1.0587915208350334,1.3703533428782666,1.477809539662321,1.4841268208236666
1.0645458514747785,1.3914738629726089,1.4967332006503318,1.538959138508564
1.0445980082642894,1.390407735464132,1.5132536700632797,1.4867430769857404
1.1187188651094437,1.4338995158716683,1.5512331993847361,1.5113760023329041
1.064382402282239,1.5311014326920969,1.5514047398477966,1.4934189814667682
1.0535635653638282,1.457954045767379,1.507567684455975,1.5230036343028364
1.061061202000019,1.441603557777253,1.5256165688781296,1.4989158448962683
1.0572720446520312,1.4856166262028438,1.5553904620425196,1.5390141965007724
1.078907820238555,1.4446430397908545,1.5560102535348785,1.4937393860899815
1.0678212406353473,1.5129410378310846,1.478691249925521,1.5004160336193308
1.1086431147001097,1.522232621617903,1.5520406372589828,1.4569208803227818
1.076751602806446,1.48541124938103,1.53543042235302,1.496740385588422
1.0871714330551723,1.5890606722346736,1.5382452738856622,1.4699256153808007
1.0520614437192735,1.498649049449187,1.5222954684885261,1.5253116538115834
1.0911455435988329,1.4660974617269327,1.4625479716351815,1.493577122244872
1.0412072320282726,1.427417855345402,1.4806431785647127,1.407860630621446
1.0668338304222975,1.4444810653010105,1.4657623432668574,1.405139770855127
1.0689125243086337,1.4170741733652346,1.521344385074816,1.4851559059393535
1.0256564320744554,1.380453807888249,1.5031415912964115,1.5104736746585283
1.0381755427406925,1.4071314537045334,1.4847715791744673,1.4570734896100477
1.0132371495099446,1.431248423018854,1.496810241129314,1.4355337254695646
1.015799549835622,1.405311774219033,1.5390812310548132,1.4414056644975215
1.1189068326624803,1.4045691716629047,1.5325175700930131,1.5174870133175071
1.0672033187232701,1.5268799081477924,1.540881932331871,1.4025486473451858
1.065140793125657,1.4551966204455962,1.463640198618129,1.561943181953969
1.0740890965845813,1.4020310390493702,1.5035216559513254,1.5437152778513146
0.9915762140960395,1.4823931734257487,1.424911074987157,1.5416946190270122
1.0896925790203942,1.4863626905995608,1.5106692881254737,1.552187963709121
0.9853989778969707,1.458643527338204,1.542749298280865,1.3450160590412712
1.0485250128049928,1.3522022053864322,1.5165609023081341,1.5311015803578787
1.034793467890651,1.3641121193648853,1.5055974910947227,1.4138382310452038
1.0905404017090812,1.4405230725913256,1.5643443549329024,1.4696275483913188
1.087804063099548,1.4366597117092563,1.4901783273603941,1.4503135130000835
1.060004987998778,1.4289420470716343,1.4851288518828867,1.3945160301849036
1.0383895198662774,1.35968496560271,1.5613811283183165,1.4754673888996261
1.0752147273030823,1.485160764418352,1.5451339435808433,1.42307150364408
1.027289163619985,1.433820854520925,1.5272666215357806,1.501890042065645
1.0700034616905767,1.3909539310710506,1.474741875553362,1.4624368023153316
1.0620587907293628,1.3896069086756853,1.5309966886382336,1.473955007020096
1.0814229543332423,1.3555598642818791,1.4851745736561925,1.4835149598543573
1.0918990682993437,1.4600332192925445,1.4862994159763752,1.4414648799023764
1.1226389126247176,1.3612564640503861,1.4772259751412606,1.4682051729821335
0.9919095975128057,1.4504742086566387,1.5010966108156478,1.5110213731997246
1.0981954771046292,1.4307813027527883,1.5365045363023313,1.5142650491498733
1.0645737905664248,1.4919534170877906,1.499873298043111,1.5154098734283097
1.0666522153607676,1.4608738310351743,1.525676480390494,1.537869922018708
0.9673051683764591,1.4343776460384605,1.508573415667764,1.4807747574314585
1.047699021823456,1.4452729386939045,1.5430448326633952,1.4954245918406242
1.036663529654691,1.4050249713100682,1.3905864965672519,1.4954465235540497
1.0344450614037233,1.4628337346141143,1.5990215938561851,1.451361361811719
0.999609000513606,1.432403793600453,1.4428187469559157,1.4259029820326163
1.0205652610799838,1.4401286682875802,1.475661869139009,1.4177558090915408
1.0491848259064074,1.3902059467826284,1.5296454688495604,1.426815566325709
1.0463392309732662,1.3749462098486067,1.532207856117322,1.4683774098481113
1.0711718215223014,1.3616768447981147,1.5026997810400704,1.3868745041606427
1.0615830703343192,1.4663074057299759,1.495779734080546,1.4239741865077065
1.16909560188602,1.4558924429475488,1.4961486173207255,1.5021497401392385
0.9417611855098936,1.3872693750613734,1.5330419542301743,1.4979403479731923
0.9982221576528356,1.4696602625209865,1.4565406310811153,1.4364845410233704
1.1390358979291868,1.3467317797047251,1.533686764706091,1.5065880771937823
0.9967609956561874,1.4670932581458684,1.5542819879790046,1.4268889552574155
1.0179995671609212,1.4646070608305486,1.4276510948214516,1.4569945491114524
1.0764099917069891,1.472551851902577,1.4356279285005358,1.4861070052107463
1.075854646761674,1.3912979309942184,1.5222820966166872,1.4581228483653972
1.0609741667016928,1.3890825565010991,1.487610765417096,1.47934159655275
1.0208553998160457,1.429180993686991,1.5041691503620729,1.443888589325268
1.0214994331010578,1.45035425374675,1.4966998034031793,1.4570547197289279
1.0506574694272184,1.3991203117679318,1.4972526438574514,1.4736379282330665
1.0373663574809764,1.4821488627210957,1.4996853918568451,1.4961869227623603
1.059511780940443,1.51038288853521,1.497587301642621,1.423892990254426
0.9913334220354281,1.4714901476047,1.5546661651443838,1.4666425160645689
1.1119132256594018,1.3490799979970194,1.5078963265676437,1.5333355961579775
0.9973515429577418,1.383040127632204,1.4730097680666914,1.4867734985966836
1.039505525827047,1.4797014600903373,1.4893909962284093,1.465436493355738
1.0308995566616757,1.430767146149457,1.475740204375708,1.4178586957283315
1.0595218989728121,1.4681646796898022,1.547901279837292,1.4685449091910132
1.079870637069116,1.441812115236528,1.484320666281728,1.3884553533170902
1.0436626364876387,1.35755639968199,1.487696058899445,1.401596341929366
0.9881581379926714,1.4251533381111663,1.5049243335565128,1.4461974660415673
0.9912991479607502,1.4376105224290978,1.4564376700063744,1.446658628978247
1.0980649220211498,1.4536273216331632,1.538227841780973,1.4625732799692726
0.986859974841561,1.438031489618882,1.5214659876956256,1.4766268205933228
1.078658094005957,1.3988136515288256,1.5195344079083095,1.4508442773111623
1.0518266393210618,1.3804031499761158,1.518638904859007,1.4600345904069494
1.0968786493559557,1.4234954341389,1.5203231981246186,1.4680197184765649
1.098122637931478,1.474116705108726,1.5509724587126026,1.4910088919818159
1.0883651655236948,1.4019545221875855,1.4985700836964924,1.48570109680655
1.0359846028937665,1.4833031986620844,1.5326171211306412,1.4758762164323462
1.025981247781575,1.4739734129892705,1.4552124110248847,1.4664149320577828
1.0047846806955685,1.4658178599886327,1.470487445509681,1.4745178563252577
1.0924469690957588,1.4786332358497876,1.527738917541861,1.4733780050881693
1.0456532772367324,1.4486401534637237,1.5189449245181867,1.4783997335781376
1.044958271065203,1.4270849794171896,1.5352494309330011,1.4290094235297524
1.1383405432738567,1.4599508586457284,1.4573703007339192,1.461461168826422
1.070948151572967,1.4483906440564154,1.5360489173161676,1.466678401837535
1.0285423066735622,1.4461755638699345,1.5073668831792704,1.523917780618462
1.0488339375468136,1.4871206272682418,1.4852448749632914,1.5158172551035247
1.090024839955295,1.4844325833333318,1.5027456117386193,1.5180634057933682
1.0438595780261146,1.4800221281246462,1.4832970633955445,1.452014865061476
1.0610896865771378,1.4571228666982028,1.4762007609044574,1.431438020383492
1.0727057025069093,1.4432531039900374,1.4909093647524116,1.3887131206486014
1.1145213312832167,1.4548454347889643,1.5028988480346421,1.505504290439406
1.0441101527922885,1.4413140940060192,1.4905577798789933,1.4569212626474795
1.0770790031592974,1.4506795939657986,1.5467269791957885,1.4412588743807748
1.0402850018952998,1.427390749500208,1.4517719382404808,1.4177167484166788
1.0492603284812432,1.4281527148766102,1.5578053055235146,1.390934384421328
1.0215977717997933,1.459130487133612,1.4838762956743514,1.3927115329830309
1.082980496863339,1.378984764982043,1.4859030160739437,1.4074667833811616
1.1019095179961675,1.4404457257305734,1.5116959054042345,1.4964187957044384
1.1051114325136449,1.458662055381489,1.5382213470498876,1.4833637997665488
1.0999039851957888,1.4921223733298778,1.5647362853767022,1.4853600038005312
1.086512541069969,1.5346127899173423,1.5128517291784263,1.4332341940714426
1.0319547053055604,1.4103599682671961,1.4966149248891465,1.4299511377598737
1.066895244555163,1.4270408822596785,1.5198902380381873,1.4539837784357288
1.0666809533532513,1.4433681596307977,1.574390784532526,1.4616164780972234
1.012952173649942,1.435515834783507,1.5563470141750337,1.4240473854766886
0.9807844064693753,1.467840311645696,1.4546056808600336,1.4521856748071766
1.0876589205935263,1.4197556671945923,1.5082640326302605,1.435249252404944
1.0512062382677778,1.4705582958432335,1.460744494545632,1.4697437845314452
1.0218945865484512,1.3889302766739284,1.4378014623719957,1.5049983658756654
1.056741104930812,1.487838220572891,1.5395171688166212,1.4737060242083546
1.0837737866236232,1.4864015512462805,1.5095066949063154,1.5105637117685022
1.0934804193313814,1.4097649297527879,1.5342772652141146,1.4790632349318695
1.0581400159496261,1.4705158734824526,1.4755808742575431,1.5045263119707366
1.0468749416479028,1.4173598701529033,1.5411541694061823,1.493451764803086
1.0582113201455041,1.397700252389086,1.5485690981381717,1.4574773459480324
1.0192979318313604,1.3913684418834527,1.4826713730676748,1.4935867480223992
1.0209405126006974,1.464222117585981,1.4427127578444172,1.5251757779342205
1.0821507542693927,1.4165336692571742,1.4495762040280384,1.4366666996322204
1.0029360929628788,1.3736942292893524,1.4610577462895582,1.4577782851522239
0.9915428036255469,1.4117518882523648,1.5436858084782772,1.425578128266227
1.0294267129548635,1.4591137855446876,1.5528826874803974,1.4126315577563324
