a(1),a(2),a(3),a(4)
1.0347048008056585,1.4170595714858785,1.5688834442316053,1.415928451608003
1.0155900562966484,1.3776276743431721,1.5921822409757491,1.4843260903986624
1.0175056784749086,1.40329114604344,1.4990945210529294,1.4753329734999547
1.0685746148588628,1.4473100735147448,1.6292819753433512,1.4154015214955522
1.0389767988434029,1.4699495727447067,1.479900837947537,1.4384544701103026
1.0778238834142282,1.383770150290298,1.5135598179390148,1.449366152075965
1.0554943465785673,1.3979230693401772,1.5341122059321388,1.487482313046577
1.0543828250995015,1.3924000584498066,1.499281804389104,1.4414269838769718
1.013885143132808,1.426405891508264,1.4243508170198973,1.4774783872017043
1.0396367523772667,1.3943798537638985,1.426724502555356,1.455502951013645
1.0295529035238395,1.4491938070640267,1.4731914364951677,1.42521946059078
0.9892067115176822,1.3659156502485206,1.4897008372913376,1.4211283374414414
1.0944228504014841,1.4172376511987812,1.4302746331407457,1.4751320650269466
1.0721260089402516,1.4566325781960012,1.4591167090900783,1.4432815720387966
1.0747813801378947,1.4279593443492637,1.4718933223060702,1.4461140444033898
1.025309903018406,1.4278184590924066,1.4954670000578436,1.4438443784283896
1.0642017636437497,1.4167120662829398,1.446138929690964,1.4559232891877738
1.0479638800213509,1.5060901125865638,1.4338954976099043,1.4389435507507267
1.0106275859490526,1.4731688091492328,1.492177160931533,1.4119731216509417
1.1076221158053505,1.4910538375009912,1.4426030937322096,1.4228695938701221
1.0103338067846868,1.422639508242663,1.4371766068457175,1.4319649716485054
1.1011733777274197,1.4698257739125635,1.4935748095880534,1.4682287608969766
1.0945985192186924,1.3663445976082491,1.5273449504700312,1.4520829585732908
1.066379291796416,1.350843743819814,1.527516639418554,1.4398448025270671
1.0191291513822276,1.3425444169548972,1.4977218865426374,1.4041762574636731
1.1211592676862834,1.3710853694525869,1.5459420908400698,1.4309001295154213
1.023829833896906,1.3855897907896362,1.5299353999437708,1.4194945377525439
1.0758499034902662,1.3991894813733392,1.5403443681035076,1.4138928820047414
1.0830731607707822,1.400677432596317,1.473168391796109,1.4135403830203606
1.1046514146564181,1.3885998844536793,1.4594760943139506,1.491497610219635
1.070309153849401,1.3793086625039659,1.4616416390617886,1.47389498692658
1.0617540336363227,1.4503158255773165,1.553730760029024,1.501305702185554
1.0612406214470784,1.4829340998250018,1.413904766396166,1.4763030179438859
1.0951553073438949,1.4687859232164133,1.432956382674516,1.4640004190670894
1.0640618382130196,1.4774706233816906,1.438265367154248,1.5222234602455615
1.0547727197250027,1.4245977498298403,1.4863105238904462,1.5185474090040514
1.0922346697880578,1.4570314512331524,1.4996100949107416,1.5380998027500754
1.0352491616561978,1.4606785620802623,1.4961965431608557,1.5429768332538818
1.1251711666906663,1.384918150443421,1.5251938522919497,1.4876358280891093
1.0713165181552164,1.4081232869023883,1.4652226109467446,1.5154729391841046
1.0367418134556279,1.3995896954770466,1.531195664254144,1.3945489224658871
1.080404307325333,1.4353868437532926,1.5777778204009443,1.3870816877566667
1.0321970153195035,1.4767188576802162,1.5392158167524699,1.4380318095156142
1.0854013239408524,1.4339830207099544,1.532638234624061,1.481453302831938
1.0664843134564328,1.4297645201245155,1.4708611965619478,1.4502691896849478
0.9857566705712846,1.4442082674931997,1.5261934948267966,1.4888706635175422
1.0923769750085515,1.4206807629124492,1.513930380829378,1.4835710271379567
1.087288261103295,1.4274873455467658,1.487403350479417,1.5039618987147154
1.0894924557377985,1.423884398450009,1.4842165607003546,1.3763065782762685
1.0201935174211894,1.4169415721315073,1.4684962214829433,1.4954388157755996
1.1129983581611251,1.3834959570256282,1.4756904670954147,1.431871777654712
1.0476832573018926,1.4252919677595866,1.4849221861735937,1.4622035319711169
1.0530231508073222,1.4507598745017822,1.4699513427072042,1.511629927024511
1.0333145745609764,1.4803321657477504,1.4854963459172406,1.5006784634387331
0.99842974558857,1.4726724596377017,1.5206127692514657,1.4702472375715883
1.0120534967663444,1.4662632888830331,1.5319041910430995,1.4826818832314315
1.0567474576755735,1.4770495349698902,1.5334738428043513,1.4873262044799112
1.0069554359919877,1.4747823632439865,1.5109215479860245,1.439976267678122
1.0570844066642133,1.4504808642418112,1.5000764042960832,1.4098829124231416
1.0747572022517176,1.4264872262712576,1.4697666981362647,1.3988629990997865
1.0455098731730275,1.435612105915158,1.5552901018379854,1.5320555478900357
1.0270018519115447,1.4199976910803838,1.4969741324538206,1.5300404801351433
1.0202610895468283,1.4297312005211695,1.5557802769248765,1.4563060618653871
1.0415690639236965,1.3815541006863972,1.4474755817259402,1.4898144143487686
1.0102327281772365,1.3689426435790062,1.5269972466455557,1.5197178141534975
1.0838663414553225,1.3808009891249733,1.4541658599397596,1.5370517110498834
1.0574188692606212,1.492282213731183,1.4633567438183332,1.5635220222491268
1.094738643559556,1.3945684408761796,1.5538072006051933,1.4456712102732563
1.044541858926245,1.3888702738414627,1.4984920169323626,1.4640530839805947
1.079662382545682,1.3981389447332935,1.573163397491549,1.4460258446585597
1.019638195456535,1.4401830774601536,1.578413375638574,1.3999697210366624
1.058118829227845,1.4249459224095005,1.5485222575748039,1.5113877391467592
1.0666173973278645,1.3905708499826304,1.5296286493023745,1.40668356527432
1.0176591241982436,1.464947143920622,1.4887936732576874,1.4712617832258723
1.0227234538926924,1.4705009291930933,1.4546243418792772,1.4642054333883416
1.0280560376944874,1.4855183712590418,1.4795785774191414,1.4614843227579573
1.0190977447180896,1.462070546447892,1.472039408636355,1.4381725788196347
1.0145753610637263,1.382033022754605,1.519598552933973,1.4043651808255935
1.0282540558257778,1.4719126624336178,1.418999388294566,1.4717380984956834
1.034773700186999,1.416522424093437,1.4893753756021089,1.4691449079278778
1.0283071975867535,1.423931335156668,1.5339604518346708,1.4314860604161392
0.9689110519742377,1.44194086305545,1.5316071732673335,1.5420099957604798
0.9850321996029117,1.4605162419312492,1.4905685817466052,1.4598620804565607
1.0706104598039001,1.3977570909946788,1.4539969150313015,1.4638029117482874
1.0261612982418364,1.422528264953364,1.5223823940242789,1.4725607504562888
1.0243220758892349,1.4196637219410897,1.4736958670344737,1.4839947889604732
1.0606920500508785,1.4535654786897965,1.504721876756606,1.485005463575627
1.0399765685540185,1.4027507135314878,1.4834097408629163,1.4258370142278591
0.995244120173533,1.4024804805038482,1.47102998789288,1.5459389169291584
1.0232282832848858,1.4410277359486043,1.4740943667006308,1.4996431315867742
1.0342149079210685,1.4287288029451557,1.5559373925438824,1.5150763124639235
1.1512403077315239,1.4170019684681523,1.5746346265940456,1.5128989213575568
1.0633702318063565,1.4317651480193958,1.5827774982347569,1.4390192490076865
1.0616890171849482,1.429737358048546,1.6049005447803633,1.3948161567783637
1.0320991489881786,1.4011998055553465,1.559117816152046,1.3877723616192401
1.0315035129506154,1.4702731571000909,1.4794315248648844,1.43074811558938
1.0475787792706903,1.4854423093687021,1.525082449310536,1.47534178451003
1.037670727873798,1.3763502567466581,1.4602492862578655,1.4620506001319067
1.0697763843276125,1.3770595207554757,1.4764731341755692,1.47903647447181
1.0509667594583127,1.4289506297974497,1.4492907307533276,1.4626038726563624
1.051985337764197,1.373733431320709,1.4914379581353379,1.446074290813341
1.0793141606926757,1.3681215993455975,1.4281727449060044,1.4818685833234162
1.086596771073697,1.3736526204057264,1.5010293324575652,1.4056688184733428
1.0925732203255647,1.4133994189464052,1.4896331677045205,1.4298874136768853
1.1060603112141276,1.443921844380786,1.5030669748289085,1.4352196944557858
1.0021047757833343,1.4595217318803368,1.5036109065753849,1.4614117217320994
1.1167873456651018,1.4206214928895633,1.4715000016051158,1.5003606165563397
0.9999094536250301,1.4121106865765647,1.4442245468976809,1.4998580225109541
1.0163815901285704,1.4412820625294538,1.5331521582942003,1.4824339670185207
1.0457133141004262,1.4241956586936462,1.4393141726618346,1.4802788538754712
1.0682567223603239,1.4024170232431206,1.54597539182669,1.4132019321721276
1.0541382322378903,1.4116086918213282,1.5399534852373726,1.396871100065578
1.0347937725511545,1.4461043156187494,1.5472532726456145,1.4780682974604926
1.0426530754753003,1.3748642333224592,1.5328085111987315,1.4605078890602097
0.9926987094787407,1.4366357212123384,1.5038596162082558,1.4469720847722478
1.0963795448169187,1.4362057371623935,1.5181642274842475,1.4314652365199385
1.0652789097880315,1.4171433473584079,1.5077374531525456,1.4375898281964352
1.0571491168348455,1.372036176899365,1.4668544966348183,1.4669842343350308
1.0470123902734467,1.373482296008192,1.4797136338635426,1.4385174909360656
1.0175628974807633,1.4316284839318856,1.478553149817582,1.4541018541733486
1.0470493996592003,1.4184206170608207,1.4139186455822694,1.446141449159514
1.047885896141555,1.4251735200930393,1.516393141625514,1.444120650473675
1.0573922220499126,1.4631657979197628,1.5042113484662487,1.4383412810502996
1.0676677229062495,1.4694612348378016,1.5418172009760345,1.3950877144173115
1.0646504224809534,1.4974999047380755,1.547485727370149,1.4299781220886238
1.0906225621206653,1.4081722001197639,1.5363861560920746,1.469794171001402
1.0357402751090081,1.4650868112605648,1.5383684622647247,1.469590599276545
1.0539165409651012,1.4648986199255707,1.5129980574744668,1.4656874701243559
1.053800303915697,1.4693107518596524,1.43886816871757,1.451166652682632
1.0327155808039623,1.459583279794625,1.511935495266365,1.4981520861047182
1.048574745188499,1.366649676231971,1.4772931401547318,1.4932993286991767
1.0718508125451196,1.339934873562307,1.4608764304439672,1.5135000088292576
1.017219613401172,1.4329276794541745,1.5219226236532735,1.5072125897493542
1.0721326532363475,1.4743285451272607,1.5210056374372936,1.4171170122087968
0.9854233729714665,1.4746125639594576,1.5130472521215192,1.4372879186829424
1.04001301660981,1.4794507487963524,1.4954435080183874,1.4571821490655048
1.1161866062305923,1.4291799200725879,1.5359397842236393,1.4479379529377738
1.0575999120885906,1.4008677714423374,1.4752702455518107,1.453402858561098
1.082736495153992,1.3973742025504958,1.5008824039111215,1.406713952730901
1.1090920669013349,1.4059889289361955,1.5152734536989279,1.4386453010284173
1.0074900546753016,1.4409284284828323,1.4947655340924189,1.435270864357887
1.0240302768360392,1.4675966978079955,1.461549643369839,1.3988915591157371
1.0385165201577093,1.401223636427598,1.4989338808180341,1.4999540964734404
1.0039186688774862,1.4627758306747831,1.4808381350324822,1.4430511814975566
1.051402330144787,1.438749247322821,1.4485870645896342,1.4180645975957227
1.0424813989948885,1.4102313944156886,1.4745112433692278,1.4318997140954401
1.0204726636498522,1.3540979747566133,1.4749038941198302,1.493760051229941
0.9639294099617753,1.3787942961669784,1.509666299275175,1.4783433877947174
0.9864820437040807,1.3833340852928375,1.4367781009957423,1.4340740571665205
0.9931031268380326,1.421082536890679,1.4429401073155879,1.4665034730200255
1.0929215910220895,1.4335766074003022,1.4650616915793577,1.4707246452513902
1.010763983125558,1.4403315175128317,1.4596625349248327,1.4813582485763457
1.0984080868198987,1.433055975934165,1.5654703717434826,1.5153024550170073
1.0893016232621902,1.399260325291421,1.5475155716381668,1.4940417565831756
1.0320623735571761,1.4011854638151737,1.469059099406893,1.4460930417894418
1.0524689062434702,1.442601897133212,1.479978582663522,1.4588207880478907
1.0633765782754485,1.3803033770457525,1.4876282666206324,1.4635296304835306
1.1070075363202712,1.3787477938887684,1.4753276800160398,1.467270249764892
1.010210098124511,1.388908496693217,1.5146927707505948,1.478801509920651
1.0765092025910101,1.402962837690233,1.4719789522581126,1.4512221481945873
1.0188055450538283,1.4006278779683092,1.5140485864114952,1.472892614075183
1.0574289564666883,1.404767336156245,1.5425981763855607,1.467630678472571
1.0632193878393346,1.398776364399836,1.5401154146617966,1.509017714022847
1.063237991505449,1.4511632967422141,1.4864518938378706,1.4891808321558155
1.1032498606077341,1.4677749185646185,1.516757607396303,1.5331839723326093
1.0846876229075824,1.4155971473970395,1.5546745972687797,1.5447384303170384
1.0425027923926695,1.4342831432990895,1.5336606196827667,1.4481461226389694
1.0582554086191274,1.415045657711271,1.5342532597575094,1.5613796295016886
1.0367201268889492,1.4416770385184323,1.5037373662910318,1.5442245615657089
1.0561225028279297,1.473310257364361,1.4628901307826112,1.4719078310455584
1.0530997155500088,1.4501778502457219,1.4450099748698717,1.5174737947392072
0.9910748612569708,1.4236232344626676,1.5125136292420631,1.4155317618569776
0.9998951226188725,1.4154317730144799,1.4979333813522737,1.448065892186558
1.0508216067033969,1.3778385873297387,1.4669592591450193,1.455831294993858
1.0835723602216731,1.408272396985414,1.4797857236322634,1.4502907804111131
1.051551981358166,1.4584282279889154,1.4455299660820722,1.4456216915018778
1.0161803962749048,1.4126557837731797,1.4279438498080839,1.4205012134042487
1.0623050948125823,1.4160241984045265,1.4794378210930967,1.4376408976155317
1.0642415418602125,1.453778352640877,1.530127992699688,1.3880380268406076
1.0233697025811979,1.4079536652381648,1.501012048590074,1.4950788108294204
1.0684857739052016,1.4582461646458802,1.440962465916557,1.413958302870205
1.0566485481722618,1.4202766456948577,1.5609675631042081,1.4615943214814708
1.104657989995196,1.4089950093960695,1.4735443287432541,1.423508661844085
1.0408707644095825,1.4291692472660265,1.568174987632782,1.4747917482202593
1.0354268337279522,1.4348775056347551,1.4486660611369746,1.4718875562976816
0.9618420359038972,1.4196131304997506,1.4667893636436837,1.387794488977547
1.0255046977514282,1.5218350712037374,1.4621438078848612,1.432764147429024
0.9871964273932892,1.477474222788976,1.4539419940780818,1.4349984517175423
1.0664238814908003,1.4052568084661514,1.4846774053893552,1.4784598612893713
1.0247925001115628,1.3703261168115322,1.549886426694847,1.427800790929599
1.0405474920173945,1.4124051379517297,1.52145468083849,1.41980499685534
1.1340876666583786,1.4146019282043278,1.5149871774902377,1.5029757215296458
1.0675162295970126,1.4431914569151376,1.5043308911219757,1.4567649429855971
1.0817046147202767,1.421948650757364,1.484171086082008,1.519151712611269
1.030327653054481,1.4390218462576352,1.482010231841781,1.5175700678726711
1.0002324645031808,1.4507603611814444,1.4820533836778778,1.4183056553878877
1.0377063969780531,1.4479030759497296,1.4859663923083903,1.4259266819006993
1.034536646772827,1.4479114234239834,1.4874322838757184,1.490034938438411
1.0497347765687632,1.4148849167292212,1.437011714202637,1.5077440220468104
1.0049044192308778,1.4868001933316348,1.4995940153452856,1.478675958669397
1.0272339497823224,1.5275910685180767,1.4454794860398141,1.4790716091568115
1.0141161366147387,1.4719929403815848,1.5080928548824988,1.5037842496360563
1.0085440774013192,1.4092635060728087,1.4602370337352726,1.485260261072698
1.0539925885736956,1.4019921624943725,1.4328333962470765,1.4351713471488412
1.0620306331616465,1.4362095189168473,1.5545840148096723,1.4432490491771321
1.0572553971203174,1.4921798213740773,1.569701053162412,1.4898807917346188
1.0501076271466967,1.4930696058738642,1.5449691902532434,1.4577560955320583
1.0571869837087413,1.4531674463028161,1.5383666239248663,1.4883907968495655
1.0712459556725025,1.4590388921647648,1.5216976809794949,1.541013678219644
1.0609719433393305,1.5318370409799251,1.5278106703700518,1.4421031085021034
1.1211469537805834,1.374131972712505,1.494450682907813,1.3968289501853657
1.0231437503090441,1.445663087489075,1.5200633043326697,1.408684200770043
1.0844788083191814,1.359090394455755,1.5740186516114427,1.4014364038215856
1.0852109500380744,1.4228582615966163,1.5961328042127683,1.4565871430243618
1.0627531026190646,1.4563089149744959,1.563281917779122,1.4479943876724235
1.0311126859498922,1.475047488014868,1.4942029166615352,1.4528649560869076
1.0438936754325459,1.4708849890872535,1.4523276041868172,1.4275426890373737
1.0641402249874954,1.4801533081212095,1.4586346384308224,1.393397280935873
1.0456946230073585,1.425608245023596,1.5363351503629956,1.4922322815905034
1.0551793758383203,1.4481047704864627,1.5285069175645527,1.4590406911723142
1.0496590330207043,1.4123221729091853,1.533525492506322,1.4193378126743768
1.0424459593877966,1.4497483414300667,1.4997604357151484,1.413546259438276
1.0427630409125481,1.4430516808122904,1.500242582950693,1.420963797850495
1.0422038927887773,1.456689165820559,1.5447660663938554,1.4675472340364868
1.087526929354972,1.4429367480145272,1.5417816695772202,1.4531989613318697
1.061541825241014,1.4353987230824115,1.4975571135586248,1.443371890739887
1.0614321466455205,1.4200315071741456,1.4696883528001106,1.4642841186870394
1.062755536438618,1.41803343750802,1.51186961997802,1.452087653546362
0.9735947260742206,1.4058359394829032,1.5043407754229492,1.4187712545933382
